Day ,Month,Year,Case type,No,Day,Month.1,Year.1,Day.1,Month.2,Year.2,Outcome,Day.2,Month.3,Year.3,(Enter free text),Audit Date,Registered,Date_Last_in_Court,Code/Year
31,5,2024,RRC,142,28,1,2020,14,2,2020,Active: Hg on 6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-28,2020-02-14,142/2020
31,5,2024,RRC,141,28,1,2020,28,1,2020,Active: Hg on 7/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-28,2020-01-28,141/2020
31,5,2024,RRC,140,28,1,2020,29,1,2020,Active: Hg on 6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-28,2020-01-29,140/2020
31,5,2024,RRC,139,28,1,2020,28,1,2020,Active: Hg on 29/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-28,2020-01-28,139/2020
31,5,2024,RRC,138,12,2,2020,20,2,2020,Active: Mn on 11/6/2020,,,,Recommended for dismissal,2024-05-31,2020-02-12,2020-02-20,138/2020
31,5,2024,RRC,137,27,1,2020,28,1,2020,Active: Hg on 6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-27,2020-01-28,137/2020
31,5,2024,RRC,136,27,1,2020,29,1,2020,Active: Hg on 6/4/2021,,,,Recommended for dismissal,2024-05-31,2020-01-27,2020-01-29,136/2020
31,5,2024,RRC,114,24,1,2020,27,8,2020,Active:Interparty hearingwithin 30 Days,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-08-27,114/2020
31,5,2024,RRC,105,23,1,2020,24,1,2020,Active: Hg on 3/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-23,2020-01-24,105/2020
31,5,2024,RRC,104,24,1,2020,24,1,2020,Active: Hg on 2/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-24,104/2020
31,5,2024,RRC,103,23,1,2020,23,1,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-23,2020-01-23,103/2020
31,5,2024,RRC,102,23,1,2020,29,9,2020,Active,,,,Recommended for dismissal,2024-05-31,2020-01-23,2020-09-29,102/2020
31,5,2024,RRC,100,22,1,2020,23,1,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-22,2020-01-23,100/2020
31,5,2024,RRC,29,22,1,2020,23,1,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-22,2020-01-23,29/2020
31,5,2024,RRC,134,28,1,2020,6,2,2020,Active: Hg on 13/5/2020,,,,Recommended for dismissal,2024-05-31,2020-01-28,2020-02-06,134/2020
31,5,2024,RRC,135,27,1,2020,29,1,2020,Active:Interparty hearing6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-27,2020-01-29,135/2020
31,5,2024,RRC,133,27,1,2020,28,1,2020,Active:Interparty hearing6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-27,2020-01-28,133/2020
31,5,2024,RRC,132,27,1,2020,29,1,2020,Active:Interparty hearing6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-27,2020-01-29,132/2020
31,5,2024,RRC,130,27,1,2020,28,1,2020,Active:Interparty hearing6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-27,2020-01-28,130/2020
31,5,2024,RRC,129,21,2,2020,28,1,2020,Active: Hg on 7/4/2020,,,,Recommended for dismissal,2024-05-31,2020-02-21,2020-01-28,129/2020
31,5,2024,RRC,128,27,4,2020,10,11,2021,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2020-04-27,2021-11-10,128/2020
31,5,2024,RRC,127,27,1,2020,29,1,2020,Active: Hg on 6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-27,2020-01-29,127/2020
31,5,2024,RRC,126,24,1,2020,8,4,2020,Active:Interparty hearingwithin 30 Days,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-04-08,126/2020
31,5,2024,RRC,125,24,1,2020,24,1,2020,Active: Hg on 2/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-24,125/2020
31,5,2024,RRC,124,24,1,2020,17,12,2020,Active: Hg on 5/4/2021,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-12-17,124/2020
31,5,2024,RRC,123,24,1,2020,24,1,2020,Active: Hg on 6/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-24,123/2020
31,5,2024,RRC,122,24,1,2020,27,1,2020,Active:Interparty hearing4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-27,122/2020
31,5,2024,RRC,121,24,1,2020,27,1,2020,Active,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-27,121/2020
31,5,2024,RRC,120,24,1,2020,27,1,2020,Active: Hg on 2/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-27,120/2020
31,5,2024,RRC,119,24,1,2020,27,1,2020,Active,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-27,119/2020
31,5,2024,RRC,118,24,1,2020,3,3,2021,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2020-01-24,2021-03-03,118/2020
31,5,2024,RRC,117,24,1,2020,24,1,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-24,117/2020
31,5,2024,RRC,116,24,1,2020,24,1,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-24,116/2020
31,5,2024,RRC,115,24,1,2020,22,10,2020,Active,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-10-22,115/2020
31,5,2024,RRC,113,24,1,2020,17,2,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-02-17,113/2020
31,5,2024,RRC,112,24,1,2020,27,1,2020,Active,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-27,112/2020
31,5,2024,RRC,111,24,1,2020,27,1,2020,Active: Hg on 2/4/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-27,111/2020
31,5,2024,RRC,110,23,1,2020,24,1,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-23,2020-01-24,110/2020
31,5,2024,RRC,108,24,1,2020,24,1,2020,Active: Hg on 3/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-24,2020-01-24,108/2020
31,5,2024,RRC,107,23,1,2020,29,9,2020,Active:Orders granted,,,,Recommended for dismissal,2024-05-31,2020-01-23,2020-09-29,107/2020
31,5,2024,RRC,433,10,3,2020,25,8,2020,Active,,,,Recommended for dismissal,2024-05-31,2020-03-10,2020-08-25,433/2020
31,5,2024,RRC,429,10,3,2020,8,11,2021,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2020-03-10,2021-11-08,429/2020
31,5,2024,RRC,274,18,2,2020,26,2,2020,Active: Hg on 3/6/2020,,,,Recommended for dismissal,2024-05-31,2020-02-18,2020-02-26,274/2020
31,5,2024,RRC,439,11,3,2020,18,3,2020,Active: Hg on 30/6/2020,,,,Recommended for dismissal,2024-05-31,2020-03-11,2020-03-18,439/2020
31,5,2024,RRC,437,10,3,2020,20,3,2020,Active: Hg on 21/5/2020,,,,Recommended for dismissal,2024-05-31,2020-03-10,2020-03-20,437/2020
31,5,2024,RRC,436,10,3,2020,10,3,2020,Active:No Activity,,,,Recommended for dismissal,2024-05-31,2020-03-10,2020-03-10,436/2020
31,5,2024,RRC,435,10,3,2020,20,3,2020,Active,,,,Recommended for dismissal,2024-05-31,2020-03-10,2020-03-20,435/2020
31,5,2024,RRC,434,10,3,2020,17,6,2020,Active:Orders granted,,,,Recommended for dismissal,2024-05-31,2020-03-10,2020-06-17,434/2020
31,5,2024,RRC,472,18,3,2020,7,4,2020,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal,2024-05-31,2020-03-18,2020-04-07,472/2020
31,5,2024,RRC,106,23,1,2020,24,1,2020,Active: Hg on 4/6/2020,,,,Recommended for dismissal,2024-05-31,2020-01-23,2020-01-24,106/2020
31,5,2024,RRC,508,4,3,2020,17,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2020-03-04,2022-05-17,508/2020
31,5,2024,RRC,507,30,3,2020,2,4,2020,Active: Hg on 16/6/2020,,,,Recommended for dismissal,2024-05-31,2020-03-30,2020-04-02,507/2020
31,5,2024,RRC,506,30,3,2020,2,4,2020,Active: Hg on 17/6/2020,,,,Recommended for dismissal,2024-05-31,2020-03-30,2020-04-02,506/2020
31,5,2024,RRC,505,30,3,2020,25,6,2020,Active:Interparty hearingwithin 30 Days,,,,Recommended for dismissal,2024-05-31,2020-03-30,2020-06-25,505/2020
31,5,2024,RRC,153,16,12,2019,12,8,2021,Active,,,,Recommended for dismissal ,2024-05-31,2019-12-16,2021-08-12,153/2019
31,5,2024,RRC,E099,12,5,2020,17,5,2021,Active,,,,Recommended for dismissal,2024-05-31,2020-05-12,2021-05-17,E099/2020
31,5,2024,RRC,E244,7,2,2024,8,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-08,E244/2024
31,5,2024,RRC,E245,7,2,2024,8,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-08,E245/2024
31,5,2024,RRC,E243,7,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-07,E243/2024
31,5,2024,RRC,E242,7,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-07,E242/2024
31,5,2024,RRC,E241,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E241/2024
31,5,2024,RRC,E240,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E240/2024
31,5,2024,RRC,E239,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E239/2024
31,5,2024,RRC,E238,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E238/2024
31,5,2024,RRC,E237,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E237/2024
31,5,2024,RRC,E236,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E236/2024
31,5,2024,RRC,E250,8,2,2024,8,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-08,2024-02-08,E250/2024
31,5,2024,RRC,E251,7,2,2024,9,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-09,E251/2024
31,5,2024,RRC,E258,8,2,2024,12,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-08,2024-02-12,E258/2024
31,5,2024,RRC,E256,8,2,2024,12,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-08,2024-02-12,E256/2024
31,5,2024,RRC,E255,8,2,2024,12,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-08,2024-02-12,E255/2024
31,5,2024,RRC,E254,8,2,2024,13,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-08,2024-02-13,E254/2024
31,5,2024,RRC,E260,8,2,2024,19,2,2024,Active: Plaintiff to take date  at registry within 60 days,,,,Needs next date,2024-05-31,2024-02-08,2024-02-19,E260/2024
31,5,2024,RRC,E264,8,2,2024,12,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-08,2024-02-12,E264/2024
31,5,2024,RRC,E259,8,2,2024,9,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-08,2024-02-09,E259/2024
31,5,2024,RRC,E265,9,2,2024,13,2,2024,Active,,,,Needs next date,2024-05-31,2024-02-09,2024-02-13,E265/2024
31,5,2024,RRC,E266,9,2,2024,11,4,2024,Active,,,,Needs next date,2024-05-31,2024-02-09,2024-04-11,E266/2024
31,5,2024,RRC,E267,9,2,2024,12,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-09,2024-02-12,E267/2024
31,5,2024,RRC,E268,9,2,2024,9,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-09,2024-02-09,E268/2024
31,5,2024,RRC,E770,8,5,2024,9,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-08,2024-05-09,E770/2024
31,5,2024,RRC,E400,29,2,2024,1,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-29,2024-03-01,E400/2024
31,5,2024,RRC,E407,1,3,2024,4,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-01,2024-03-04,E407/2024
31,5,2024,RRC,E795,15,5,2024,16,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-15,2024-05-16,E795/2024
31,5,2024,RRC,E406,1,3,2024,1,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-01,2024-03-01,E406/2024
31,5,2024,RRC,E794,15,5,2024,16,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-15,2024-05-16,E794/2024
31,5,2024,RRC,E405,1,3,2024,1,3,2024,Active:Interparty hearing,6,6,2024,,2024-05-31,2024-03-01,2024-03-01,E405/2024
31,5,2024,RRC,E790,13,5,2024,14,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-13,2024-05-14,E790/2024
31,5,2024,RRC,E417,5,3,2024,2,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-05,2024-05-02,E417/2024
31,5,2024,RRC,E789,9,5,2024,14,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-09,2024-05-14,E789/2024
31,5,2024,RRC,E416,3,3,2024,5,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-03,2024-03-05,E416/2024
31,5,2024,RRC,E414,1,3,2024,20,3,2024,Active,,,,Needs next date,2024-05-31,2024-03-01,2024-03-20,E414/2024
31,5,2024,RRC,E786,9,5,2024,14,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-09,2024-05-14,E786/2024
31,5,2024,RRC,E780,9,5,2024,9,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-09,2024-05-09,E780/2024
31,5,2024,RRC,E443,6,3,2024,7,3,2024,Active:Parties to file docs,,,,Needs next date,2024-05-31,2024-03-06,2024-03-07,E443/2024
31,5,2024,RRC,E781,9,3,2024,14,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-09,2024-05-14,E781/2024
31,5,2024,RRC,E442,7,3,2024,8,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-07,2024-03-08,E442/2024
31,5,2024,RRC,E782,9,5,2024,9,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-09,2024-05-09,E782/2024
31,5,2024,RRC,E441,7,3,2024,8,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-07,2024-03-08,E441/2024
31,5,2024,RRC,E785,17,5,2024,20,5,2024,Active:Parties to file docs,,,,Needs next date,2024-05-31,2024-05-17,2024-05-20,E785/2024
31,5,2024,RRC,E438,7,3,2024,8,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-07,2024-03-08,E438/2024
31,5,2024,RRC,E778,9,5,2024,9,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-09,2024-05-09,E778/2024
31,5,2024,RRC,E436,7,3,2024,8,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-07,2024-03-08,E436/2024
31,5,2024,RRC,E777,9,5,2024,9,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-09,2024-05-09,E777/2024
31,5,2024,RRC,E435,6,3,2024,9,4,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-06,2024-04-09,E435/2024
31,5,2024,RRC,E776,8,5,2024,9,5,2024,Active:Interparty hearing within 14 days,,,,Needs next date,2024-05-31,2024-05-08,2024-05-09,E776/2024
31,5,2024,RRC,E433,6,3,2024,7,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-06,2024-03-07,E433/2024
31,5,2024,RRC,E773,8,5,2024,9,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-08,2024-05-09,E773/2024
31,5,2024,RRC,E471,13,3,2024,14,3,2024,Active:Interparty hearing,2,7,2024,Active,2024-05-31,2024-03-13,2024-03-14,E471/2024
31,5,2024,RRC,E772,8,5,2024,9,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-05-08,2024-05-09,E772/2024
31,5,2024,RRC,E458,8,3,2024,8,4,2024,Active: Plaintiff to take date  at registry within 60 days,,,,Needs next date,2024-05-31,2024-03-08,2024-04-08,E458/2024
31,5,2024,RRC,E469,12,3,2024,14,3,2024,Active:Parties to file docs,,,,Needs next date,2024-05-31,2024-03-12,2024-03-14,E469/2024
31,5,2024,RRC,E457,11,3,2024,4,4,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-11,2024-04-04,E457/2024
31,5,2024,RRC,E468,12,3,2024,21,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-12,2024-03-21,E468/2024
31,5,2024,RRC,E455,7,3,2024,14,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-07,2024-03-14,E455/2024
31,5,2024,RRC,E467,18,3,2024,27,3,2024,Active:Parties to file docs,,,,Needs next date,2024-05-31,2024-03-18,2024-03-27,E467/2024
31,5,2024,RRC,E447,7,3,2024,11,3,2024,Active:Parties to file docs,,,,Needs next date,2024-05-31,2024-03-07,2024-03-11,E447/2024
31,5,2024,RRC,E466,12,3,2024,20,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-12,2024-03-20,E466/2024
31,5,2024,RRC,E445,7,3,2024,8,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-07,2024-03-08,E445/2024
31,5,2024,RRC,E465,12,3,2024,13,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-12,2024-05-13,E465/2024
31,5,2024,RRC,E499,19,3,2024,20,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-19,2024-03-20,E499/2024
31,5,2024,RRC,E469,11,3,2024,19,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-11,2024-03-19,E469/2024
31,5,2024,RRC,E498,19,3,2024,20,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-19,2024-03-20,E498/2024
31,5,2024,RRC,E463,11,3,2024,14,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-11,2024-03-14,E463/2024
31,5,2024,RRC,E493,21,3,2024,,,,Active:No Activity,,,,Needs next date,2024-05-31,2024-03-21,,E493/2024
31,5,2024,RRC,E462,11,3,2024,14,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-11,2024-03-14,E462/2024
31,5,2024,RRC,E494,18,3,2024,8,4,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-18,2024-04-08,E494/2024
31,5,2024,RRC,E460,11,3,2024,11,3,2024,Active:Interparty hearing within 14 days,,,,Needs next date,2024-05-31,2024-03-11,2024-03-11,E460/2024
31,5,2024,RRC,E492,18,3,2024,18,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-18,2024-03-18,E492/2024
31,5,2024,RRC,E480,18,3,2024,18,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-18,2024-03-18,E480/2024
31,5,2024,RRC,E478,18,3,2024,18,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-18,2024-03-18,E478/2024
31,5,2024,RRC,E487,15,3,2024,18,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-15,2024-03-18,E487/2024
31,5,2024,RRC,E476,13,3,2024,28,3,2024,Active,,,,Needs next date,2024-05-31,2024-03-13,2024-03-28,E476/2024
31,5,2024,RRC,E485,14,3,2024,18,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-14,2024-03-18,E485/2024
31,5,2024,RRC,E483,18,3,2024,18,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-18,2024-03-18,E483/2024
31,5,2024,RRC,E474,12,3,2024,14,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-03-12,2024-03-14,E474/2024
31,5,2024,RRC,E048,12,1,2023,18,4,2023,Active:Parties to take date at registry,,,,Recommended for dismissal,2024-05-31,2023-01-12,2023-04-18,E048/2023
31,5,2024,RRC,E058,16,1,2023,16,1,2023,Active:Parties to take date at registry,,,,Recommended for dismissal,2024-05-31,2023-01-16,2023-01-16,E058/2023
31,5,2024,RRC,E065,17,1,2023,19,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-17,2023-01-19,E065/2023
31,5,2024,RRC,E068,18,1,2023,18,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-18,2023-01-18,E068/2023
31,5,2024,RRC,E069,18,1,2023,28,3,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-18,2023-03-28,E069/2023
31,5,2024,RRC,E071,18,1,2023,19,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-18,2023-01-19,E071/2023
31,5,2024,RRC,E058,16,1,2023,16,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-16,2023-01-16,E058/2023
31,5,2024,RRC,E048,12,1,2023,18,4,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-12,2023-04-18,E048/2023
31,5,2024,RRC,E088,23,1,2023,24,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-23,2023-01-24,E088/2023
31,5,2024,RRC,E079,20,1,2023,13,12,2023,Active:Plaintiff to grant the Tenant peaceful occupation until untill delivery of vacant possesion ,,,,Needs next date,2024-05-31,2023-01-20,2023-12-13,E079/2023
31,5,2024,RRC,E083,20,1,2023,23,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-20,2023-01-23,E083/2023
31,5,2024,RRC,E081,20,1,2023,30,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-20,2023-01-30,E081/2023
31,5,2024,RRC,E084,20,1,2023,23,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-20,2023-01-23,E084/2023
31,5,2024,RRC,E085,20,1,2023,23,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-20,2023-01-23,E085/2023
31,5,2024,RRC,E091,23,1,2023,6,10,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-23,2023-10-06,E091/2023
31,5,2024,RRC,E086,26,1,2023,31,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-26,2023-01-31,E086/2023
31,5,2024,RRC,E213,8,2,2023,9,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-08,2023-02-09,E213/2023
31,5,2024,RRC,E215,9,2,2023,10,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-09,2023-02-10,E215/2023
31,5,2024,RRC,E217,9,2,2023,13,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-09,2023-02-13,E217/2023
31,5,2024,RRC,E224,9,2,2023,10,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-09,2023-02-10,E224/2023
31,5,2024,RRC,E219,9,2,2023,13,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-09,2023-02-13,E219/2023
31,5,2024,RRC,E221,9,2,2023,13,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-09,2023-02-13,E221/2023
31,5,2024,RRC,E222,9,2,2023,10,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-09,2023-02-10,E222/2023
31,5,2024,RRC,E231,10,2,2023,14,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-10,2023-02-14,E231/2023
31,5,2024,RRC,E132,30,1,2023,31,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-30,2023-01-31,E132/2023
31,5,2024,RRC,E136,30,1,2023,31,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-30,2023-01-31,E136/2023
31,5,2024,RRC,E142,31,1,2023,31,1,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-01-31,2023-01-31,E142/2023
31,5,2024,RRC,E258,15,2,2023,26,4,2023,Active,,,,Needs next date,2024-05-31,2023-02-15,2023-04-26,E258/2023
31,5,2024,RRC,E261,15,2,2023,16,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-15,2023-02-16,E261/2023
31,5,2024,RRC,E283,20,2,2023,23,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-20,2023-02-23,E283/2023
31,5,2024,RRC,E262,15,2,2023,16,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-15,2023-02-16,E262/2023
31,5,2024,RRC,E290,21,2,2023,22,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-21,2023-02-22,E290/2023
31,5,2024,RRC,E273,17,2,2023,20,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-17,2023-02-20,E273/2023
31,5,2024,RRC,E294,21,2,2023,22,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-21,2023-02-22,E294/2023
31,5,2024,RRC,E264,16,2,2023,20,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-16,2023-02-20,E264/2023
31,5,2024,RRC,E295,21,2,2023,22,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-21,2023-02-22,E295/2023
31,5,2024,RRC,E265,16,2,2023,20,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-16,2023-02-20,E265/2023
31,5,2024,RRC,E301,21,2,2023,23,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-21,2023-02-23,E301/2023
31,5,2024,RRC,E266,16,2,2023,22,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-16,2023-02-22,E266/2023
31,5,2024,RRC,E297,22,2,2023,5,7,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-22,2023-07-05,E297/2023
31,5,2024,RRC,E270,16,2,2023,20,2,2023,Active:Parties to take date at registry,,,,Needs next date,2024-05-31,2023-02-16,2023-02-20,E270/2023
31,5,2024,RRC,E1704,16,11,2023,16,11,2023,Active:Interparty hearingwithin 14 days,,,,Needs next date,2024-05-31,2023-11-16,2023-11-16,E1704/2023
31,5,2024,RRC,E1706,15,11,2023,16,11,2023,Active:Interparty hearingwithin 14 days,,,,Needs next date,2024-05-31,2023-11-15,2023-11-16,E1706/2023
31,5,2024,RRC,E1725,20,11,2023,21,11,2023,Active:Interparty hearingwithin 14 days,,,,Needs next date,2024-05-31,2023-11-20,2023-11-21,E1725/2023
31,5,2024,RRC,E1729,20,11,2023,21,11,2023,Active:Interparty hearingwithin 14 days,,,,Needs next date,2024-05-31,2023-11-20,2023-11-21,E1729/2023
