Code/Year,Registered,Audit Date,Age of File
1786/2020,2020-12-13,2024-05-31,1265.0
1785/2020,2020-12-21,2024-05-31,1257.0
1784/2020,2020-12-17,2024-05-31,1261.0
1782/2020,2020-12-16,2024-05-31,1262.0
1781/2020,2020-12-16,2024-05-31,1262.0
1739/2020,2020-12-07,2024-05-31,1271.0
1738/2020,2020-12-07,2024-05-31,1271.0
1736/2020,2020-12-04,2024-05-31,1274.0
1735/2020,2020-12-04,2024-05-31,1274.0
1734/2020,2020-12-04,2024-05-31,1274.0
1733/2020,2020-12-03,2024-05-31,1275.0
1732/2020,2020-12-03,2024-05-31,1275.0
1731/2020,2020-12-03,2024-05-31,1275.0
1730/2020,2020-12-03,2024-05-31,1275.0
1728/2020,2020-12-08,2024-05-31,1270.0
1612/2020,2020-11-06,2024-05-31,1302.0
1609/2020,2020-11-05,2024-05-31,1303.0
1608/2020,2020-11-05,2024-05-31,1303.0
1607/2020,2020-11-05,2024-05-31,1303.0
1606/2020,2020-11-05,2024-05-31,1303.0
1605/2020,2020-11-05,2024-05-31,1303.0
1604/2020,2020-11-05,2024-05-31,1303.0
1603/2020,2020-11-04,2024-05-31,1304.0
1602/2020,2020-11-04,2024-05-31,1304.0
1683/2020,2020-11-20,2024-05-31,1288.0
1682/2020,2020-11-20,2024-05-31,1288.0
1681/2020,2020-11-20,2024-05-31,1288.0
1680/2020,2020-11-19,2024-05-31,1289.0
1678/2020,2020-11-19,2024-05-31,1289.0
1677/2020,2020-11-19,2024-05-31,1289.0
1675/2020,2020-11-19,2024-05-31,1289.0
1674/2020,2020-11-19,2024-05-31,1289.0
1673/2020,2020-11-19,2024-05-31,1289.0
1672/2020,2020-11-18,2024-05-31,1290.0
1671/2020,2020-11-18,2024-05-31,1290.0
1670/2020,2020-11-18,2024-05-31,1290.0
1669/2020,2020-11-18,2024-05-31,1290.0
1668/2020,2020-11-18,2024-05-31,1290.0
1667/2020,2020-11-18,2024-05-31,1290.0
1665/2020,2020-11-17,2024-05-31,1291.0
1663/2020,2020-11-17,2024-05-31,1291.0
1662/2020,2020-11-17,2024-05-31,1291.0
1661/2020,2020-11-17,2024-05-31,1291.0
1660/2020,2020-11-17,2024-05-31,1291.0
453/2020,2020-03-12,2024-05-31,1541.0
451/2020,2020-03-12,2024-05-31,1541.0
449/2020,2020-03-12,2024-05-31,1541.0
447/2020,2020-03-12,2024-05-31,1541.0
446/2020,2020-03-11,2024-05-31,1542.0
445/2020,2020-03-11,2024-05-31,1542.0
54/2020,2020-01-13,2024-05-31,1600.0
49/2020,2020-01-10,2024-05-31,1603.0
53/2020,2020-01-13,2024-05-31,1600.0
50/2020,2020-01-10,2024-05-31,1603.0
502/2020,2020-03-24,2024-05-31,1529.0
501/2020,2020-03-24,2024-05-31,1529.0
500/2020,2020-03-24,2024-05-31,1529.0
499/2020,2020-03-24,2024-05-31,1529.0
498/2020,2020-03-18,2024-05-31,1535.0
497/2020,2020-03-24,2024-05-31,1529.0
496/2020,2020-03-24,2024-05-31,1529.0
47/2020,2020-01-10,2024-05-31,1603.0
46/2020,2020-01-10,2024-05-31,1603.0
45/2020,2020-01-09,2024-05-31,1604.0
44/2020,2020-01-09,2024-05-31,1604.0
43/2020,2020-01-09,2024-05-31,1604.0
42/2020,2020-01-09,2024-05-31,1604.0
41/2020,2020-01-09,2024-05-31,1604.0
40/2020,2020-01-09,2024-05-31,1604.0
39/2020,2020-01-09,2024-05-31,1604.0
38/2020,2020-01-09,2024-05-31,1604.0
37/2020,2020-01-08,2024-05-31,1605.0
36/2020,2020-01-08,2024-05-31,1605.0
35/2020,2020-01-08,2024-05-31,1605.0
38/2020,2020-01-10,2024-05-31,1603.0
533/2020,2020-04-07,2024-05-31,1515.0
164/2020,2020-01-30,2024-05-31,1583.0
576/2020,2020-04-24,2024-05-31,1498.0
148/2020,2020-01-29,2024-05-31,1584.0
575/2020,2020-04-24,2024-05-31,1498.0
574/2020,2020-04-24,2024-05-31,1498.0
573/2020,2020-04-24,2024-05-31,1498.0
572/2020,2020-04-24,2024-05-31,1498.0
571/2020,2020-04-23,2024-05-31,1499.0
570/2020,2020-04-23,2024-05-31,1499.0
569/2020,2020-04-23,2024-05-31,1499.0
568/2020,2020-04-23,2024-05-31,1499.0
567/2020,2020-04-23,2024-05-31,1499.0
566/2020,2020-04-23,2024-05-31,1499.0
565/2020,2020-04-22,2024-05-31,1500.0
564/2020,2020-04-22,2024-05-31,1500.0
563/2020,2020-04-21,2024-05-31,1501.0
562/2020,2020-04-21,2024-05-31,1501.0
561/2020,2020-04-20,2024-05-31,1502.0
560/2020,2020-04-20,2024-05-31,1502.0
559/2020,2020-04-20,2024-05-31,1502.0
558/2020,2020-04-17,2024-05-31,1505.0
557/2020,2020-04-17,2024-05-31,1505.0
556/2020,2020-04-17,2024-05-31,1505.0
162/2020,2020-01-30,2024-05-31,1583.0
163/2020,2020-01-30,2024-05-31,1583.0
161/2020,2020-01-30,2024-05-31,1583.0
160/2020,2020-01-30,2024-05-31,1583.0
159/2020,2020-01-30,2024-05-31,1583.0
158/2020,2020-01-30,2024-05-31,1583.0
157/2020,2020-01-29,2024-05-31,1584.0
156/2020,2020-01-29,2024-05-31,1584.0
155/2020,2020-01-29,2024-05-31,1584.0
154/2020,2020-01-29,2024-05-31,1584.0
153/2020,2020-01-29,2024-05-31,1584.0
152/2020,2020-01-29,2024-05-31,1584.0
150/2020,2020-01-29,2024-05-31,1584.0
151/2020,2020-01-29,2024-05-31,1584.0
149/2020,2020-01-29,2024-05-31,1584.0
147/2020,2020-01-29,2024-05-31,1584.0
146/2020,2020-01-29,2024-05-31,1584.0
144/2020,2020-01-28,2024-05-31,1585.0
143/2020,2020-01-28,2024-05-31,1585.0
142/2020,2020-01-28,2024-05-31,1585.0
141/2020,2020-01-28,2024-05-31,1585.0
140/2020,2020-01-28,2024-05-31,1585.0
139/2020,2020-01-28,2024-05-31,1585.0
138/2020,2020-02-12,2024-05-31,1570.0
137/2020,2020-01-27,2024-05-31,1586.0
136/2020,2020-01-27,2024-05-31,1586.0
114/2020,2020-01-24,2024-05-31,1589.0
105/2020,2020-01-23,2024-05-31,1590.0
104/2020,2020-01-24,2024-05-31,1589.0
103/2020,2020-01-23,2024-05-31,1590.0
102/2020,2020-01-23,2024-05-31,1590.0
100/2020,2020-01-22,2024-05-31,1591.0
29/2020,2020-01-22,2024-05-31,1591.0
134/2020,2020-01-28,2024-05-31,1585.0
135/2020,2020-01-27,2024-05-31,1586.0
133/2020,2020-01-27,2024-05-31,1586.0
132/2020,2020-01-27,2024-05-31,1586.0
130/2020,2020-01-27,2024-05-31,1586.0
129/2020,2020-02-21,2024-05-31,1561.0
128/2020,2020-04-27,2024-05-31,1495.0
127/2020,2020-01-27,2024-05-31,1586.0
126/2020,2020-01-24,2024-05-31,1589.0
125/2020,2020-01-24,2024-05-31,1589.0
124/2020,2020-01-24,2024-05-31,1589.0
123/2020,2020-01-24,2024-05-31,1589.0
122/2020,2020-01-24,2024-05-31,1589.0
121/2020,2020-01-24,2024-05-31,1589.0
120/2020,2020-01-24,2024-05-31,1589.0
119/2020,2020-01-24,2024-05-31,1589.0
118/2020,2020-01-24,2024-05-31,1589.0
117/2020,2020-01-24,2024-05-31,1589.0
116/2020,2020-01-24,2024-05-31,1589.0
115/2020,2020-01-24,2024-05-31,1589.0
113/2020,2020-01-24,2024-05-31,1589.0
112/2020,2020-01-24,2024-05-31,1589.0
111/2020,2020-01-24,2024-05-31,1589.0
110/2020,2020-01-23,2024-05-31,1590.0
108/2020,2020-01-24,2024-05-31,1589.0
107/2020,2020-01-23,2024-05-31,1590.0
433/2020,2020-03-10,2024-05-31,1543.0
429/2020,2020-03-10,2024-05-31,1543.0
274/2020,2020-02-18,2024-05-31,1564.0
439/2020,2020-03-11,2024-05-31,1542.0
437/2020,2020-03-10,2024-05-31,1543.0
436/2020,2020-03-10,2024-05-31,1543.0
435/2020,2020-03-10,2024-05-31,1543.0
434/2020,2020-03-10,2024-05-31,1543.0
472/2020,2020-03-18,2024-05-31,1535.0
106/2020,2020-01-23,2024-05-31,1590.0
508/2020,2020-03-04,2024-05-31,1549.0
507/2020,2020-03-30,2024-05-31,1523.0
506/2020,2020-03-30,2024-05-31,1523.0
505/2020,2020-03-30,2024-05-31,1523.0
153/2019,2019-12-16,2024-05-31,1628.0
E099/2020,2020-05-12,2024-05-31,1480.0
E244/2024,2024-02-07,2024-05-31,114.0
E245/2024,2024-02-07,2024-05-31,114.0
E243/2024,2024-02-07,2024-05-31,114.0
E242/2024,2024-02-07,2024-05-31,114.0
E241/2024,2024-02-06,2024-05-31,115.0
E240/2024,2024-02-06,2024-05-31,115.0
E239/2024,2024-02-06,2024-05-31,115.0
E238/2024,2024-02-06,2024-05-31,115.0
E237/2024,2024-02-06,2024-05-31,115.0
E236/2024,2024-02-06,2024-05-31,115.0
E250/2024,2024-02-08,2024-05-31,113.0
E251/2024,2024-02-07,2024-05-31,114.0
E258/2024,2024-02-08,2024-05-31,113.0
E256/2024,2024-02-08,2024-05-31,113.0
E255/2024,2024-02-08,2024-05-31,113.0
E254/2024,2024-02-08,2024-05-31,113.0
E260/2024,2024-02-08,2024-05-31,113.0
E264/2024,2024-02-08,2024-05-31,113.0
E259/2024,2024-02-08,2024-05-31,113.0
E265/2024,2024-02-09,2024-05-31,112.0
E266/2024,2024-02-09,2024-05-31,112.0
E267/2024,2024-02-09,2024-05-31,112.0
E268/2024,2024-02-09,2024-05-31,112.0
E770/2024,2024-05-08,2024-05-31,23.0
E400/2024,2024-02-29,2024-05-31,92.0
E407/2024,2024-03-01,2024-05-31,91.0
E795/2024,2024-05-15,2024-05-31,16.0
E406/2024,2024-03-01,2024-05-31,91.0
E794/2024,2024-05-15,2024-05-31,16.0
E405/2024,2024-03-01,2024-05-31,91.0
E790/2024,2024-05-13,2024-05-31,18.0
E417/2024,2024-03-05,2024-05-31,87.0
E789/2024,2024-05-09,2024-05-31,22.0
E416/2024,2024-03-03,2024-05-31,89.0
E414/2024,2024-03-01,2024-05-31,91.0
E786/2024,2024-05-09,2024-05-31,22.0
E780/2024,2024-05-09,2024-05-31,22.0
E443/2024,2024-03-06,2024-05-31,86.0
E781/2024,2024-03-09,2024-05-31,83.0
E442/2024,2024-03-07,2024-05-31,85.0
E782/2024,2024-05-09,2024-05-31,22.0
E441/2024,2024-03-07,2024-05-31,85.0
E785/2024,2024-05-17,2024-05-31,14.0
E438/2024,2024-03-07,2024-05-31,85.0
E778/2024,2024-05-09,2024-05-31,22.0
E436/2024,2024-03-07,2024-05-31,85.0
E777/2024,2024-05-09,2024-05-31,22.0
E435/2024,2024-03-06,2024-05-31,86.0
E776/2024,2024-05-08,2024-05-31,23.0
E433/2024,2024-03-06,2024-05-31,86.0
E773/2024,2024-05-08,2024-05-31,23.0
E471/2024,2024-03-13,2024-05-31,79.0
E772/2024,2024-05-08,2024-05-31,23.0
E458/2024,2024-03-08,2024-05-31,84.0
E469/2024,2024-03-12,2024-05-31,80.0
E457/2024,2024-03-11,2024-05-31,81.0
E468/2024,2024-03-12,2024-05-31,80.0
E455/2024,2024-03-07,2024-05-31,85.0
E467/2024,2024-03-18,2024-05-31,74.0
E447/2024,2024-03-07,2024-05-31,85.0
E466/2024,2024-03-12,2024-05-31,80.0
E445/2024,2024-03-07,2024-05-31,85.0
E465/2024,2024-03-12,2024-05-31,80.0
E499/2024,2024-03-19,2024-05-31,73.0
E469/2024,2024-03-11,2024-05-31,81.0
E498/2024,2024-03-19,2024-05-31,73.0
E463/2024,2024-03-11,2024-05-31,81.0
E493/2024,2024-03-21,2024-05-31,71.0
E462/2024,2024-03-11,2024-05-31,81.0
E494/2024,2024-03-18,2024-05-31,74.0
E460/2024,2024-03-11,2024-05-31,81.0
E492/2024,2024-03-18,2024-05-31,74.0
E480/2024,2024-03-18,2024-05-31,74.0
E478/2024,2024-03-18,2024-05-31,74.0
E487/2024,2024-03-15,2024-05-31,77.0
E476/2024,2024-03-13,2024-05-31,79.0
E485/2024,2024-03-14,2024-05-31,78.0
E483/2024,2024-03-18,2024-05-31,74.0
E474/2024,2024-03-12,2024-05-31,80.0
E041/2023,2023-01-11,2024-05-31,506.0
E045/nan,,2024-05-31,
E047/2023,2023-01-10,2024-05-31,507.0
E048/2023,2023-01-12,2024-05-31,505.0
E058/2023,2023-01-16,2024-05-31,501.0
E059/2023,2023-01-16,2024-05-31,501.0
E061/2023,2023-01-16,2024-05-31,501.0
E062/2023,2023-01-17,2024-05-31,500.0
E065/2023,2023-01-17,2024-05-31,500.0
E067/2023,2023-01-18,2024-05-31,499.0
E068/2023,2023-01-18,2024-05-31,499.0
E069/2023,2023-01-18,2024-05-31,499.0
E070/2023,2023-01-18,2024-05-31,499.0
E074/2023,2023-01-19,2024-05-31,498.0
E071/2023,2023-01-18,2024-05-31,499.0
E058/2023,2023-01-16,2024-05-31,501.0
E076/2023,2023-01-20,2024-05-31,497.0
E061/2023,2023-01-16,2024-05-31,501.0
E092/2023,2023-01-23,2024-05-31,494.0
E072/2023,2023-01-19,2024-05-31,498.0
E048/2023,2023-01-12,2024-05-31,505.0
E088/2023,2023-01-23,2024-05-31,494.0
E082/2023,2023-01-20,2024-05-31,497.0
E079/2023,2023-01-20,2024-05-31,497.0
E083/2023,2023-01-20,2024-05-31,497.0
E104/2023,2023-01-25,2024-05-31,492.0
E081/2023,2023-01-20,2024-05-31,497.0
E084/2023,2023-01-20,2024-05-31,497.0
E093/2023,2023-06-16,2024-05-31,350.0
E089/2023,2023-02-03,2024-05-31,483.0
E085/2023,2023-01-20,2024-05-31,497.0
E094/2023,2023-01-24,2024-05-31,493.0
E091/2023,2023-01-23,2024-05-31,494.0
E086/2023,2023-01-26,2024-05-31,491.0
E087/2023,2023-01-23,2024-05-31,494.0
E213/2023,2023-02-08,2024-05-31,478.0
E215/2023,2023-02-09,2024-05-31,477.0
E214/2023,2023-02-09,2024-05-31,477.0
E216/2023,2023-02-09,2024-05-31,477.0
E217/2023,2023-02-09,2024-05-31,477.0
E224/2023,2023-02-09,2024-05-31,477.0
E225/2023,2023-02-10,2024-05-31,476.0
E218/2023,2023-02-09,2024-05-31,477.0
E227/2023,2023-02-10,2024-05-31,476.0
E219/2023,2023-02-09,2024-05-31,477.0
E228/2023,2023-02-10,2024-05-31,476.0
E221/2023,2023-02-09,2024-05-31,477.0
E230/2023,2023-02-10,2024-05-31,476.0
E222/2023,2023-02-09,2024-05-31,477.0
E231/2023,2023-02-10,2024-05-31,476.0
E223/2023,2023-02-13,2024-05-31,473.0
E232/2023,2023-02-10,2024-05-31,476.0
E132/2023,2023-01-30,2024-05-31,487.0
E134/2023,2023-01-30,2024-05-31,487.0
E133/2023,2023-01-30,2024-05-31,487.0
E135/2023,2023-01-30,2024-05-31,487.0
E137/2023,2023-01-30,2024-05-31,487.0
E136/2023,2023-01-30,2024-05-31,487.0
E138/2023,2023-02-01,2024-05-31,485.0
E142/2023,2023-01-31,2024-05-31,486.0
E016/2023,2023-05-09,2024-05-31,388.0
E258/2023,2023-02-15,2024-05-31,471.0
E257/2023,2023-02-15,2024-05-31,471.0
E261/2023,2023-02-15,2024-05-31,471.0
E283/2023,2023-02-20,2024-05-31,466.0
E262/2023,2023-02-15,2024-05-31,471.0
E271/2023,2023-02-16,2024-05-31,470.0
E290/2023,2023-02-21,2024-05-31,465.0
E263/2023,2023-02-21,2024-05-31,465.0
E273/2023,2023-02-17,2024-05-31,469.0
E294/2023,2023-02-21,2024-05-31,465.0
E264/2023,2023-02-16,2024-05-31,470.0
E276/2023,2023-02-17,2024-05-31,469.0
E295/2023,2023-02-21,2024-05-31,465.0
E265/2023,2023-02-16,2024-05-31,470.0
E260/2023,2023-02-15,2024-05-31,471.0
E301/2023,2023-02-21,2024-05-31,465.0
E266/2023,2023-02-16,2024-05-31,470.0
E297/2023,2023-02-22,2024-05-31,464.0
E303/2023,2023-02-22,2024-05-31,464.0
E307/2023,2023-02-23,2024-05-31,463.0
E304/2023,2023-02-22,2024-05-31,464.0
E270/2023,2023-02-16,2024-05-31,470.0
E1704/2023,2023-11-16,2024-05-31,197.0
E1706/2023,2023-11-15,2024-05-31,198.0
E1725/2023,2023-11-20,2024-05-31,193.0
E1726/2023,2023-11-20,2024-05-31,193.0
E1727/2023,2023-10-20,2024-05-31,224.0
E1729/2023,2023-11-20,2024-05-31,193.0
E1731/2023,2023-11-20,2024-05-31,193.0
E1734/2023,2023-11-21,2024-05-31,192.0
E1738/2023,2023-11-21,2024-05-31,192.0
E1739/2023,2023-11-22,2024-05-31,191.0
E1740/2023,2023-11-21,2024-05-31,192.0
E1742/2023,2023-11-22,2024-05-31,191.0
E1743/2023,2023-11-22,2024-05-31,191.0
E1754/2023,2023-11-28,2024-05-31,185.0
E1755/2023,2023-11-23,2024-05-31,190.0
E1746/2023,2023-11-22,2024-05-31,191.0
E1747/2023,2023-11-23,2024-05-31,190.0
E1750/2023,2023-11-23,2024-05-31,190.0
E1390/2023,2023-09-15,2024-05-31,259.0
E1403/2023,2023-09-19,2024-05-31,255.0
E1404/2023,2023-09-19,2024-05-31,255.0
E1405/2023,2023-09-19,2024-05-31,255.0
E1406/2023,2023-09-19,2024-05-31,255.0
E1408/2023,2023-09-20,2024-05-31,254.0
E1450/2023,2023-09-28,2024-05-31,246.0
E1409/2023,2023-09-20,2024-05-31,254.0
E1410/2023,2023-09-20,2024-05-31,254.0
E1411/2023,2023-09-14,2024-05-31,260.0
E1413/2023,2023-09-21,2024-05-31,253.0
E1418/2023,2023-10-23,2024-05-31,221.0
E1421/2023,2023-09-21,2024-05-31,253.0
E1422/2023,2023-09-21,2024-05-31,253.0
E1423/2023,2023-09-22,2024-05-31,252.0
E1425/2023,2023-09-22,2024-05-31,252.0
E1426/2023,2023-09-22,2024-05-31,252.0
E367/2023,2023-03-03,2024-05-31,455.0
E369/2023,2023-03-03,2024-05-31,455.0
E370/2023,2023-03-03,2024-05-31,455.0
E371/2023,2023-03-03,2024-05-31,455.0
E374/2023,2023-03-06,2024-05-31,452.0
E376/2023,2023-03-03,2024-05-31,455.0
E378/2023,2023-03-06,2024-05-31,452.0
E380/2023,2023-03-06,2024-05-31,452.0
E383/2023,2023-03-07,2024-05-31,451.0
 E386/2023,2023-03-07,2024-05-31,451.0
E389/2023,2023-03-07,2024-05-31,451.0
E391/2023,2023-03-07,2024-05-31,451.0
E394/2023,2023-03-07,2024-05-31,451.0
E395/2023,2023-03-08,2024-05-31,450.0
E397/2023,2023-03-06,2024-05-31,452.0
E398/2023,2023-03-13,2024-05-31,445.0
E402/2023,2023-03-08,2024-05-31,450.0
E425/2023,2023-03-10,2024-05-31,448.0
E467/2023,2023-03-05,2024-05-31,453.0
E471/2023,2023-03-20,2024-05-31,438.0
E473/2023,2023-03-21,2024-05-31,437.0
E475/2023,2023-06-30,2024-05-31,336.0
E477/2023,2023-03-22,2024-05-31,436.0
E478/2023,2023-03-22,2024-05-31,436.0
E479/2023,2023-03-23,2024-05-31,435.0
E481/2023,2023-03-24,2024-05-31,434.0
E490/2023,2023-03-23,2024-05-31,435.0
E498/2023,2023-03-24,2024-05-31,434.0
E499/2023,2023-03-24,2024-05-31,434.0
E502/2023,2023-03-27,2024-05-31,431.0
E504/2023,2023-03-28,2024-05-31,430.0
E505/2023,2023-03-26,2024-05-31,432.0
E506/2023,2023-03-28,2024-05-31,430.0
E507/2023,2023-03-28,2024-05-31,430.0
E911/2023,2023-06-16,2024-05-31,350.0
E914/2023,2023-06-19,2024-05-31,347.0
E915/2023,2023-07-25,2024-05-31,311.0
E791/2023,2023-05-30,2024-05-31,367.0
E792/2023,2023-05-30,2024-05-31,367.0
E793/2023,2023-05-25,2024-05-31,372.0
E794/2023,2023-10-02,2024-05-31,242.0
E795/2023,2023-05-30,2024-05-31,367.0
E796/2023,2023-05-30,2024-05-31,367.0
E799/2023,2023-05-30,2024-05-31,367.0
E801/2023,2023-05-31,2024-05-31,366.0
E804/2023,2023-05-31,2024-05-31,366.0
E805/2023,2023-05-31,2024-05-31,366.0
E806/2023,2023-05-31,2024-05-31,366.0
E810/2023,2023-05-31,2024-05-31,366.0
 E811/2023,2023-05-31,2024-05-31,366.0
E812/2023,2023-05-31,2024-05-31,366.0
E820/2023,2023-06-02,2024-05-31,364.0
E824/2023,2023-11-20,2024-05-31,193.0
E828/2023,2023-06-02,2024-05-31,364.0
E832/2023,2023-06-05,2024-05-31,361.0
E835/2023,2023-07-14,2024-05-31,322.0
E836/2023,2023-06-07,2024-05-31,359.0
E837/2023,2023-06-07,2024-05-31,359.0
E842/2023,2023-06-07,2024-05-31,359.0
E843/2023,2023-06-07,2024-05-31,359.0
E847/2023,2023-06-07,2024-05-31,359.0
E848/2023,2023-06-07,2024-05-31,359.0
E849/2023,2023-06-07,2024-05-31,359.0
E850/2023,2023-06-07,2024-05-31,359.0
E852/2023,2023-06-07,2024-05-31,359.0
E853/2023,2023-06-07,2024-05-31,359.0
E855/2023,2023-06-08,2024-05-31,358.0
E854/2023,2023-06-07,2024-05-31,359.0
E857/2023,2023-06-08,2024-05-31,358.0
E861/2023,2023-06-08,2024-05-31,358.0
E862/2023,2023-06-08,2024-05-31,358.0
E863/2023,2023-06-08,2024-05-31,358.0
E864/2023,2023-06-08,2024-05-31,358.0
E865/2023,2023-06-08,2024-05-31,358.0
E996/2023,2023-06-09,2024-05-31,357.0
E997/2023,2023-06-09,2024-05-31,357.0
E998/2023,2023-06-29,2024-05-31,337.0
E1000/2023,2023-06-29,2024-05-31,337.0
E1002/2023,2023-06-30,2024-05-31,336.0
E1004/2023,2023-06-30,2024-05-31,336.0
E1007/2023,2023-06-30,2024-05-31,336.0
E1009/2023,2023-06-30,2024-05-31,336.0
E1010/2023,2023-06-30,2024-05-31,336.0
E1011/2023,2023-06-30,2024-05-31,336.0
E1018/2023,2023-07-03,2024-05-31,333.0
E1019/2023,2023-07-03,2024-05-31,333.0
E1020/2023,2023-07-03,2024-05-31,333.0
E1021/2023,2023-07-04,2024-05-31,332.0
E1022/2023,2023-07-04,2024-05-31,332.0
E1023/2023,2023-07-04,2024-05-31,332.0
E1024/2023,2023-07-04,2024-05-31,332.0
E1025/2023,2023-07-04,2024-05-31,332.0
E1026/2023,2023-07-04,2024-05-31,332.0
E1028/2023,2023-07-05,2024-05-31,331.0
E1031/2023,2023-07-07,2024-05-31,329.0
E1033/2023,2023-07-05,2024-05-31,331.0
E1034/2023,2023-07-07,2024-05-31,329.0
E1035/2023,2023-07-05,2024-05-31,331.0
E1066/2023,2023-07-13,2024-05-31,323.0
E1067/2023,2023-07-13,2024-05-31,323.0
E1068/2023,2023-06-22,2024-05-31,344.0
E1073/2023,2023-07-13,2024-05-31,323.0
E1317/2023,2023-09-05,2024-05-31,269.0
E1325/2023,2023-09-04,2024-05-31,270.0
E1326/2023,2023-09-04,2024-05-31,270.0
E1327/2023,2023-09-04,2024-05-31,270.0
E1330/2023,2023-09-04,2024-05-31,270.0
E1334/2023,2023-09-05,2024-05-31,269.0
E1337/2023,2023-09-06,2024-05-31,268.0
E1339/2023,2023-09-06,2024-05-31,268.0
E1341/2023,2023-09-06,2024-05-31,268.0
E1343/2023,2023-11-01,2024-05-31,212.0
E1348/2023,2023-09-07,2024-05-31,267.0
E1349/2023,2023-09-07,2024-05-31,267.0
E1351/2023,2023-09-07,2024-05-31,267.0
E1352/2023,2023-09-07,2024-05-31,267.0
E1353/2023,2023-09-07,2024-05-31,267.0
E1354/2023,2023-09-07,2024-05-31,267.0
E1335/2023,2023-09-05,2024-05-31,269.0
E1356/2023,2023-09-08,2024-05-31,266.0
E1358/2023,2023-09-08,2024-05-31,266.0
E1363/2023,2023-09-11,2024-05-31,263.0
E1366/2023,2023-09-12,2024-05-31,262.0
E1373/2023,2023-09-12,2024-05-31,262.0
E1374/2023,2023-09-13,2024-05-31,261.0
E1375/2023,2023-09-13,2024-05-31,261.0
E1376/2023,2023-09-13,2024-05-31,261.0
E1377/2023,2023-09-13,2024-05-31,261.0
E1385/2023,2023-09-14,2024-05-31,260.0
E1386/2023,2023-09-14,2024-05-31,260.0
E1388/2023,2023-09-14,2024-05-31,260.0
E368/2024,2024-02-23,2024-05-31,98.0
E1367/2023,2023-09-12,2024-05-31,262.0
E1608/2023,2023-10-30,2024-05-31,214.0
E1609/2023,2023-10-30,2024-05-31,214.0
E1610/2023,2023-10-31,2024-05-31,213.0
E1612/2023,2023-10-31,2024-05-31,213.0
E1613/2023,2023-10-31,2024-05-31,213.0
E1614/2023,2023-10-31,2024-05-31,213.0
E1616/2023,2023-10-31,2024-05-31,213.0
E1624/2023,2023-11-01,2024-05-31,212.0
E1626/2023,2023-11-01,2024-05-31,212.0
E1627/2023,2023-11-01,2024-05-31,212.0
E1628/2023,2023-11-01,2024-05-31,212.0
E1630/2023,2023-11-01,2024-05-31,212.0
E1631/2023,2023-11-02,2024-05-31,211.0
E1632/2023,2023-11-02,2024-05-31,211.0
E1633/2023,2023-11-02,2024-05-31,211.0
E1634/2023,2023-11-02,2024-05-31,211.0
E1635/2023,2023-11-02,2024-05-31,211.0
E1636/2023,2023-11-02,2024-05-31,211.0
E1637/2023,2023-11-02,2024-05-31,211.0
E1638/2023,2023-11-02,2024-05-31,211.0
E1640/2023,2023-11-03,2024-05-31,210.0
E1594/2023,2023-10-30,2024-05-31,214.0
E1595/2023,2023-10-27,2024-05-31,217.0
E1597/2023,2023-10-27,2024-05-31,217.0
E1599/2023,2023-10-27,2024-05-31,217.0
E1600/2023,2023-10-27,2024-05-31,217.0
E1601/2023,2023-10-31,2024-05-31,213.0
E1602/2023,2023-10-30,2024-05-31,214.0
E1603/2023,2023-10-30,2024-05-31,214.0
E1758/2023,2023-11-24,2024-05-31,189.0
E1759/2023,2023-11-24,2024-05-31,189.0
E1760/2023,2023-11-24,2024-05-31,189.0
E1762/2023,2023-11-24,2024-05-31,189.0
E1763/2023,2023-11-27,2024-05-31,186.0
E1765/2023,2023-11-24,2024-05-31,189.0
E1766/2023,2023-11-27,2024-05-31,186.0
E1769/2023,2023-11-27,2024-05-31,186.0
E1771/2023,2023-11-28,2024-05-31,185.0
E1772/2023,2023-11-28,2024-05-31,185.0
E1773/2023,2023-11-28,2024-05-31,185.0
E1774/2023,2023-11-28,2024-05-31,185.0
E1775/2023,2023-11-28,2024-05-31,185.0
E1776/2023,2023-11-28,2024-05-31,185.0
E1778/2023,2023-11-28,2024-05-31,185.0
E1780/2023,2023-11-28,2024-05-31,185.0
E1786/2023,2023-11-29,2024-05-31,184.0
E1779/2023,2023-11-28,2024-05-31,185.0
E1781/2023,2023-11-28,2024-05-31,185.0
E1784/2023,2023-11-28,2024-05-31,185.0
E1785/2023,2023-11-28,2024-05-31,185.0
E1788/2023,2023-11-29,2024-05-31,184.0
E1790/2023,2023-11-29,2024-05-31,184.0
E1791/2023,2023-11-29,2024-05-31,184.0
E1792/2023,2023-11-29,2024-05-31,184.0
E1796/2023,2023-11-30,2024-05-31,183.0
E1797/2023,2023-10-01,2024-05-31,243.0
E1798/2023,2023-11-30,2024-05-31,183.0
E1799/2023,2023-11-30,2024-05-31,183.0
E1801/2023,2023-11-30,2024-05-31,183.0
E1802/2023,2023-11-30,2024-05-31,183.0
E1803/2023,2023-11-30,2024-05-31,183.0
E001/2023,2023-01-03,2024-05-31,514.0
E004/2023,2023-01-03,2024-05-31,514.0
E005/2023,2023-01-04,2024-05-31,513.0
E006/2023,2023-01-04,2024-05-31,513.0
E007/2023,2023-01-01,2024-05-31,516.0
E008/2023,2023-01-04,2024-05-31,513.0
E009/2023,2023-01-04,2024-05-31,513.0
E010/2023,2023-01-04,2024-05-31,513.0
E011/2023,2023-01-04,2024-05-31,513.0
